Year,Month,State,County,Rate
2002,August,Arizona,Yuma County,23.5
2002,August,Arizona,Gila County,7.9
2002,August,Arizona,Maricopa County,6.0
2002,August,Arizona,Navajo County,9.3
2002,August,Arizona,Graham County,9.0
2002,August,Arizona,Pima County,6.2
2002,August,Arizona,Apache County,11.2
2002,August,Arizona,Coconino County,5.7
2002,August,Arizona,Cochise County,6.4
2002,August,Arizona,Santa Cruz County,14.5
2002,August,Arizona,Yavapai County,5.6
2002,May,Arizona,Pinal County,7.0
2002,May,Arizona,Greenlee County,7.3
2002,May,Arizona,La Paz County,6.1
2002,May,Arizona,Mohave County,5.4
2002,May,Arizona,Yuma County,21.2
2002,May,Arizona,Gila County,7.1
2002,May,Arizona,Maricopa County,5.4
2002,May,Arizona,Navajo County,7.2
2002,May,Arizona,Graham County,6.8
2002,May,Arizona,Pima County,5.4
2002,May,Arizona,Apache County,9.5
2002,May,Arizona,Coconino County,4.7
2002,May,Arizona,Cochise County,5.5
2002,May,Arizona,Santa Cruz County,7.6
2002,May,Arizona,Yavapai County,5.1
2002,January,Arizona,Pinal County,7.3
2002,January,Arizona,Greenlee County,9.1
2002,January,Arizona,La Paz County,7.3
2002,January,Arizona,Mohave County,6.1
2002,January,Arizona,Yuma County,10.9
2002,January,Arizona,Gila County,7.5
2002,January,Arizona,Maricopa County,5.8
2002,January,Arizona,Navajo County,8.8
2002,January,Arizona,Graham County,7.3
2002,January,Arizona,Pima County,5.8
2002,January,Arizona,Apache County,11.1
2002,January,Arizona,Coconino County,6.0
2002,January,Arizona,Cochise County,6.1
2002,January,Arizona,Santa Cruz County,8.3
2002,January,Arizona,Yavapai County,5.9
2002,June,Arizona,Pinal County,7.8
2002,June,Arizona,Greenlee County,7.5
2002,June,Arizona,La Paz County,6.5
2002,June,Arizona,Mohave County,6.0
2002,June,Arizona,Yuma County,21.1
2002,June,Arizona,Gila County,7.8
2002,June,Arizona,Maricopa County,5.9
2002,June,Arizona,Navajo County,9.6
2002,June,Arizona,Graham County,8.1
2002,June,Arizona,Pima County,6.1
2002,June,Arizona,Apache County,13.2
2002,June,Arizona,Coconino County,5.9
2002,June,Arizona,Cochise County,6.2
2002,June,Arizona,Santa Cruz County,10.4
2002,June,Arizona,Yavapai County,5.6
2002,September,Arizona,Pinal County,7.4
2002,September,Arizona,Greenlee County,7.1
2002,September,Arizona,La Paz County,7.1
2002,September,Arizona,Mohave County,5.6
2002,September,Arizona,Yuma County,21.8
2002,September,Arizona,Gila County,7.5
2002,September,Arizona,Maricopa County,5.6
2002,September,Arizona,Navajo County,7.7
2002,September,Arizona,Graham County,7.9
2002,September,Arizona,Pima County,5.7
2002,September,Arizona,Apache County,9.7
2002,September,Arizona,Coconino County,5.0
2002,September,Arizona,Cochise County,5.7
2002,September,Arizona,Santa Cruz County,14.3
2002,September,Arizona,Yavapai County,5.1
2002,April,Arizona,Pinal County,7.1
2002,April,Arizona,Greenlee County,7.3
2002,April,Arizona,La Paz County,6.3
2002,April,Arizona,Mohave County,5.5
2002,April,Arizona,Yuma County,14.5
2002,April,Arizona,Gila County,7.5
2002,April,Arizona,Maricopa County,5.6
2002,April,Arizona,Navajo County,7.9
2002,April,Arizona,Graham County,7.1
2002,April,Arizona,Pima County,5.6
2002,April,Arizona,Apache County,10.4
2002,April,Arizona,Coconino County,5.1
2002,April,Arizona,Cochise County,5.7
2002,April,Arizona,Santa Cruz County,7.7
2002,April,Arizona,Yavapai County,5.2
2002,December,Arizona,Pinal County,7.1
2002,December,Arizona,Greenlee County,7.0
2002,December,Arizona,La Paz County,7.3
2002,December,Arizona,Mohave County,5.4
2002,December,Arizona,Yuma County,12.7
2002,December,Arizona,Gila County,7.0
2002,December,Arizona,Maricopa County,5.3
2002,December,Arizona,Navajo County,8.1
2002,December,Arizona,Graham County,7.4
2002,December,Arizona,Pima County,5.4
2002,December,Arizona,Apache County,10.8
2002,December,Arizona,Coconino County,5.5
2002,December,Arizona,Cochise County,5.6
2002,December,Arizona,Santa Cruz County,8.5
2002,December,Arizona,Yavapai County,5.2
2002,July,Arizona,Pinal County,7.7
2002,July,Arizona,Greenlee County,7.7
2002,July,Arizona,La Paz County,6.9
2002,July,Arizona,Mohave County,5.7
2002,July,Arizona,Yuma County,23.9
2002,July,Arizona,Gila County,8.0
2002,July,Arizona,Maricopa County,5.8
2002,July,Arizona,Navajo County,10.8
2002,July,Arizona,Graham County,8.8
2002,July,Arizona,Pima County,6.0
2002,July,Arizona,Apache County,14.5
2002,July,Arizona,Coconino County,5.9
2002,July,Arizona,Cochise County,6.3
2002,July,Arizona,Santa Cruz County,12.7
2002,July,Arizona,Yavapai County,5.4
2002,November,Arizona,Pinal County,7.1
2002,November,Arizona,Greenlee County,7.2
2002,November,Arizona,La Paz County,7.1
2002,November,Arizona,Mohave County,5.4
2002,November,Arizona,Yuma County,15.0
2002,November,Arizona,Gila County,7.0
2002,November,Arizona,Maricopa County,5.4
2002,November,Arizona,Navajo County,8.1
2002,November,Arizona,Graham County,7.6
2002,November,Arizona,Pima County,5.5
2002,November,Arizona,Apache County,10.8
2002,November,Arizona,Coconino County,5.4
2002,November,Arizona,Cochise County,5.7
2002,November,Arizona,Santa Cruz County,9.8
2002,November,Arizona,Yavapai County,5.3
2003,February,Arizona,Pinal County,7.3
2003,February,Arizona,Greenlee County,6.8
2003,February,Arizona,La Paz County,7.4
2003,February,Arizona,Mohave County,5.3
2003,February,Arizona,Yuma County,11.0
2003,February,Arizona,Gila County,7.9
2003,February,Arizona,Maricopa County,5.4
2003,February,Arizona,Navajo County,8.7
2003,February,Arizona,Graham County,7.3
2003,February,Arizona,Pima County,5.5
2003,February,Arizona,Apache County,11.5
2003,February,Arizona,Coconino County,6.1
2003,February,Arizona,Cochise County,6.0
2003,February,Arizona,Santa Cruz County,7.7
2003,February,Arizona,Yavapai County,5.4
2003,October,Arizona,Pinal County,6.6
2003,October,Arizona,Greenlee County,6.1
2003,October,Arizona,La Paz County,6.6
2003,October,Arizona,Mohave County,4.8
2003,October,Arizona,Yuma County,16.2
2003,October,Arizona,Gila County,7.0
2003,October,Arizona,Maricopa County,4.9
2003,October,Arizona,Navajo County,7.8
2003,October,Arizona,Graham County,6.6
2003,October,Arizona,Pima County,5.1
2003,October,Arizona,Apache County,10.6
2003,October,Arizona,Coconino County,5.1
2003,October,Arizona,Cochise County,5.1
2003,October,Arizona,Santa Cruz County,11.6
2003,October,Arizona,Yavapai County,4.9
2003,March,Arizona,Pinal County,7.2
2003,March,Arizona,Greenlee County,7.3
2003,March,Arizona,La Paz County,7.2
2003,March,Arizona,Mohave County,5.0
2003,March,Arizona,Yuma County,11.7
2003,March,Arizona,Gila County,7.8
2003,March,Arizona,Maricopa County,5.3
2003,March,Arizona,Navajo County,8.6
2003,March,Arizona,Graham County,7.1
2003,March,Arizona,Pima County,5.4
2003,March,Arizona,Apache County,11.5
2003,March,Arizona,Coconino County,5.8
2003,March,Arizona,Cochise County,6.0
2003,March,Arizona,Santa Cruz County,7.6
2003,March,Arizona,Yavapai County,5.2
2003,August,Arizona,Pinal County,7.3
2003,August,Arizona,Greenlee County,7.7
2003,August,Arizona,La Paz County,7.4
2003,August,Arizona,Mohave County,5.1
2003,August,Arizona,Yuma County,22.4
2003,August,Arizona,Gila County,7.3
2003,August,Arizona,Maricopa County,5.5
2003,August,Arizona,Navajo County,9.3
2003,August,Arizona,Graham County,7.7
2003,August,Arizona,Pima County,5.7
2003,August,Arizona,Apache County,13.0
2003,August,Arizona,Coconino County,5.9
2003,August,Arizona,Cochise County,6.0
2003,August,Arizona,Santa Cruz County,12.4
2003,August,Arizona,Yavapai County,5.2
2003,May,Arizona,Pinal County,6.7
2003,May,Arizona,Greenlee County,6.5
2003,May,Arizona,La Paz County,6.8
2003,May,Arizona,Mohave County,4.5
2003,May,Arizona,Yuma County,21.5
2003,May,Arizona,Gila County,6.9
2003,May,Arizona,Maricopa County,5.0
2003,May,Arizona,Navajo County,7.7
2003,May,Arizona,Graham County,6.6
2003,May,Arizona,Pima County,5.1
2003,May,Arizona,Apache County,10.4
2003,May,Arizona,Coconino County,5.1
2003,May,Arizona,Cochise County,5.6
2003,May,Arizona,Santa Cruz County,7.7
2003,May,Arizona,Yavapai County,4.8
2003,January,Arizona,Pinal County,7.7
2003,January,Arizona,Greenlee County,7.2
2003,January,Arizona,La Paz County,7.9
2003,January,Arizona,Mohave County,5.6
2003,January,Arizona,Yuma County,12.1
2003,January,Arizona,Gila County,7.9
2003,January,Arizona,Maricopa County,5.8
2003,January,Arizona,Navajo County,9.2
2003,January,Arizona,Graham County,7.4
2003,January,Arizona,Pima County,5.8
2003,January,Arizona,Apache County,12.2
2003,January,Arizona,Coconino County,6.5
2003,January,Arizona,Cochise County,6.1
2003,January,Arizona,Santa Cruz County,8.4
2003,January,Arizona,Yavapai County,5.8
2003,June,Arizona,Pinal County,7.7
2003,June,Arizona,Greenlee County,7.7
2003,June,Arizona,La Paz County,7.5
2003,June,Arizona,Mohave County,5.2
2003,June,Arizona,Yuma County,21.8
2003,June,Arizona,Gila County,7.7
2003,June,Arizona,Maricopa County,5.5
2003,June,Arizona,Navajo County,10.0
2003,June,Arizona,Graham County,7.8
2003,June,Arizona,Pima County,5.8
2003,June,Arizona,Apache County,14.2
2003,June,Arizona,Coconino County,6.3
2003,June,Arizona,Cochise County,6.3
2003,June,Arizona,Santa Cruz County,9.7
2003,June,Arizona,Yavapai County,5.4
2003,September,Arizona,Pinal County,6.9
2003,September,Arizona,Greenlee County,6.9
2003,September,Arizona,La Paz County,7.1
2003,September,Arizona,Mohave County,4.9
2003,September,Arizona,Yuma County,20.4
2003,September,Arizona,Gila County,7.1
2003,September,Arizona,Maricopa County,5.2
2003,September,Arizona,Navajo County,8.1
2003,September,Arizona,Graham County,6.8
2003,September,Arizona,Pima County,5.3
2003,September,Arizona,Apache County,10.8
2003,September,Arizona,Coconino County,5.3
2003,September,Arizona,Cochise County,5.3
2003,September,Arizona,Santa Cruz County,12.9
2003,September,Arizona,Yavapai County,5.0
2003,April,Arizona,Pinal County,6.8
2003,April,Arizona,Greenlee County,7.5
2003,April,Arizona,La Paz County,6.8
2003,April,Arizona,Mohave County,4.6
2003,April,Arizona,Yuma County,16.1
2003,April,Arizona,Gila County,7.2
2003,April,Arizona,Maricopa County,5.2
2003,April,Arizona,Navajo County,8.0
2003,April,Arizona,Graham County,6.7
2003,April,Arizona,Pima County,5.1
2003,April,Arizona,Apache County,11.2
2003,April,Arizona,Coconino County,5.2
2003,April,Arizona,Cochise County,5.8
2003,April,Arizona,Santa Cruz County,7.6
2003,April,Arizona,Yavapai County,4.9
2003,December,Arizona,Pinal County,6.1
2003,December,Arizona,Greenlee County,6.1
2003,December,Arizona,La Paz County,6.3
2003,December,Arizona,Mohave County,4.5
2003,December,Arizona,Yuma County,11.6
2003,December,Arizona,Gila County,6.5
2003,December,Arizona,Maricopa County,4.5
2003,December,Arizona,Navajo County,7.9
2003,December,Arizona,Graham County,6.0
2003,December,Arizona,Pima County,4.6
2003,December,Arizona,Apache County,10.8
2003,December,Arizona,Coconino County,5.6
2003,December,Arizona,Cochise County,4.8
2003,December,Arizona,Santa Cruz County,8.1
2003,December,Arizona,Yavapai County,4.7
2003,July,Arizona,Pinal County,7.4
2003,July,Arizona,Greenlee County,7.5
2003,July,Arizona,La Paz County,7.5
2003,July,Arizona,Mohave County,4.9
2003,July,Arizona,Yuma County,22.4
2003,July,Arizona,Gila County,7.3
2003,July,Arizona,Maricopa County,5.3
2003,July,Arizona,Navajo County,10.0
2003,July,Arizona,Graham County,7.8
2003,July,Arizona,Pima County,5.7
2003,July,Arizona,Apache County,14.8
2003,July,Arizona,Coconino County,6.3
2003,July,Arizona,Cochise County,6.1
2003,July,Arizona,Santa Cruz County,11.6
2003,July,Arizona,Yavapai County,5.1
2003,November,Arizona,Pinal County,6.4
2003,November,Arizona,Greenlee County,6.4
2003,November,Arizona,La Paz County,6.1
2003,November,Arizona,Mohave County,4.6
2003,November,Arizona,Yuma County,14.5
2003,November,Arizona,Gila County,6.6
2003,November,Arizona,Maricopa County,4.6
2003,November,Arizona,Navajo County,7.7
2003,November,Arizona,Graham County,6.2
2003,November,Arizona,Pima County,4.8
2003,November,Arizona,Apache County,10.8
2003,November,Arizona,Coconino County,5.3
2003,November,Arizona,Cochise County,4.9
2003,November,Arizona,Santa Cruz County,9.4
2003,November,Arizona,Yavapai County,4.7
2000,February,Arizona,Pinal County,4.9
2000,February,Arizona,Greenlee County,5.0
2000,February,Arizona,La Paz County,6.7
2000,February,Arizona,Mohave County,4.7
2000,February,Arizona,Yuma County,9.7
2000,February,Arizona,Gila County,5.6
2000,February,Arizona,Maricopa County,3.3
2000,February,Arizona,Navajo County,8.1
2000,February,Arizona,Graham County,5.9
2000,February,Arizona,Pima County,3.8
2000,February,Arizona,Apache County,9.2
2000,February,Arizona,Coconino County,5.0
2000,February,Arizona,Cochise County,4.7
2000,February,Arizona,Santa Cruz County,6.1
2000,February,Arizona,Yavapai County,4.1
2000,October,Arizona,Pinal County,4.1
2000,October,Arizona,Greenlee County,3.6
2000,October,Arizona,La Paz County,5.5
2000,October,Arizona,Mohave County,4.1
2000,October,Arizona,Yuma County,16.8
2000,October,Arizona,Gila County,4.9
2000,October,Arizona,Maricopa County,3.1
2000,October,Arizona,Navajo County,6.1
2000,October,Arizona,Graham County,5.0
2000,October,Arizona,Pima County,3.5
2000,October,Arizona,Apache County,8.3
2000,October,Arizona,Coconino County,3.6
2000,October,Arizona,Cochise County,4.1
2000,October,Arizona,Santa Cruz County,11.3
2000,October,Arizona,Yavapai County,3.7
2000,March,Arizona,Pinal County,4.7
2000,March,Arizona,Greenlee County,4.4
2000,March,Arizona,La Paz County,6.6
2000,March,Arizona,Mohave County,4.7
2000,March,Arizona,Yuma County,10.9
2000,March,Arizona,Gila County,5.6
2000,March,Arizona,Maricopa County,3.4
2000,March,Arizona,Navajo County,7.7
2000,March,Arizona,Graham County,5.8
2000,March,Arizona,Pima County,3.7
2000,March,Arizona,Apache County,8.4
2000,March,Arizona,Coconino County,4.5
2000,March,Arizona,Cochise County,4.8
2000,March,Arizona,Santa Cruz County,6.3
2000,March,Arizona,Yavapai County,4.2
2000,August,Arizona,Pinal County,5.0
2000,August,Arizona,Greenlee County,4.2
2000,August,Arizona,La Paz County,7.0
2000,August,Arizona,Mohave County,4.8
2000,August,Arizona,Yuma County,22.2
2000,August,Arizona,Gila County,5.5
2000,August,Arizona,Maricopa County,3.6
2000,August,Arizona,Navajo County,7.5
2000,August,Arizona,Graham County,5.8
2000,August,Arizona,Pima County,4.1
2000,August,Arizona,Apache County,10.2
2000,August,Arizona,Coconino County,4.6
2000,August,Arizona,Cochise County,4.9
2000,August,Arizona,Santa Cruz County,11.4
2000,August,Arizona,Yavapai County,4.5
2000,May,Arizona,Pinal County,4.3
2000,May,Arizona,Greenlee County,4.0
2000,May,Arizona,La Paz County,6.2
2000,May,Arizona,Mohave County,4.2
2000,May,Arizona,Yuma County,20.0
2000,May,Arizona,Gila County,4.8
2000,May,Arizona,Maricopa County,3.0
2000,May,Arizona,Navajo County,6.2
2000,May,Arizona,Graham County,4.9
2000,May,Arizona,Pima County,3.5
2000,May,Arizona,Apache County,7.2
2000,May,Arizona,Coconino County,3.5
2000,May,Arizona,Cochise County,4.2
2000,May,Arizona,Santa Cruz County,5.6
2000,May,Arizona,Yavapai County,3.8
2000,January,Arizona,Pinal County,5.6
2000,January,Arizona,Greenlee County,5.8
2000,January,Arizona,La Paz County,6.7
2000,January,Arizona,Mohave County,5.0
2000,January,Arizona,Yuma County,10.7
2000,January,Arizona,Gila County,5.8
2000,January,Arizona,Maricopa County,3.6
2000,January,Arizona,Navajo County,8.6
2000,January,Arizona,Graham County,6.2
2000,January,Arizona,Pima County,4.2
2000,January,Arizona,Apache County,9.8
2000,January,Arizona,Coconino County,5.8
2000,January,Arizona,Cochise County,5.1
2000,January,Arizona,Santa Cruz County,7.0
2000,January,Arizona,Yavapai County,4.4
2000,June,Arizona,Pinal County,4.9
2000,June,Arizona,Greenlee County,4.9
2000,June,Arizona,La Paz County,6.7
2000,June,Arizona,Mohave County,4.6
2000,June,Arizona,Yuma County,20.4
2000,June,Arizona,Gila County,5.4
2000,June,Arizona,Maricopa County,3.4
2000,June,Arizona,Navajo County,8.3
2000,June,Arizona,Graham County,6.0
2000,June,Arizona,Pima County,3.9
2000,June,Arizona,Apache County,10.9
2000,June,Arizona,Coconino County,4.8
2000,June,Arizona,Cochise County,4.6
2000,June,Arizona,Santa Cruz County,8.0
2000,June,Arizona,Yavapai County,4.2
2000,September,Arizona,Pinal County,4.3
2000,September,Arizona,Greenlee County,3.7
2000,September,Arizona,La Paz County,6.3
2000,September,Arizona,Mohave County,4.2
2000,September,Arizona,Yuma County,21.1
2000,September,Arizona,Gila County,5.2
2000,September,Arizona,Maricopa County,3.2
2000,September,Arizona,Navajo County,6.1
2000,September,Arizona,Graham County,5.5
2000,September,Arizona,Pima County,3.7
2000,September,Arizona,Apache County,8.5
2000,September,Arizona,Coconino County,3.7
2000,September,Arizona,Cochise County,4.4
2000,September,Arizona,Santa Cruz County,12.8
2000,September,Arizona,Yavapai County,4.0
2000,April,Arizona,Pinal County,4.2
2000,April,Arizona,Greenlee County,4.1
2000,April,Arizona,La Paz County,6.5
2000,April,Arizona,Mohave County,4.2
2000,April,Arizona,Yuma County,17.2
2000,April,Arizona,Gila County,4.9
2000,April,Arizona,Maricopa County,2.9
